# 
# 05/27/2021 18:01:45
# The parameters defined in the project are:
# ,P26 - K,P76 - Mesh Relevance,P125 - celda1.x,P126 - celda1.y,P127 - volumen.x,P128 - volumen.y,P129 - H,P130 - L,P131 - Diametro,P132 - celda1.offsety,P133 - celda1.ny,P134 - celda1.offsetx,P135 - celda1.nx,P136 - celda2.x,P137 - celda2.y,P138 - celda2.offsety,P139 - celda2.ny,P140 - celda2.offsetx,P141 - celda2.nx,P142 - e,P193 - Volumenpila,P194 - Current,P195 - Rint,P199 - Flujo,P200 - ex [m],P201 - diametro [m],P202 - ey [m],P203 - k,P278 - pgen [W m^-3],P279 - massflow [kg s^-1],P280 - t_viento [C],P204 - D01 [kg m^-3],P205 - D02 [kg m^-3],P206 - D03 [kg m^-3],P207 - D04 [kg m^-3],P208 - D05 [kg m^-3],P209 - D06 [kg m^-3],P210 - D07 [kg m^-3],P211 - D08 [kg m^-3],P248 - TF01 [K],P249 - TF02 [K],P250 - TF03 [K],P251 - TF04 [K],P252 - TF05 [K],P253 - TF06 [K],P254 - TF07 [K],P255 - TF08 [K],P281 - V01 [m s^-1],P282 - V02 [m s^-1],P283 - V03 [m s^-1],P284 - V04 [m s^-1],P285 - V05 [m s^-1],P286 - V06 [m s^-1],P287 - V07 [m s^-1],P288 - V08 [m s^-1],P296 - P01 [Pa],P297 - P02 [Pa],P298 - P03 [Pa],P299 - P04 [Pa],P300 - P05 [Pa],P301 - P06 [Pa],P302 - P07 [Pa],P303 - P08 [Pa],P311 - TC01 [K],P312 - TC02 [K],P313 - TC03 [K],P314 - TC04 [K],P315 - TC05 [K],P316 - TC06 [K],P317 - TC07 [K]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P26,P76,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P193,P194,P195,P199,P200,P201,P202,P203,P278,P279,P280,P204,P205,P206,P207,P208,P209,P210,P211,P248,P249,P250,P251,P252,P253,P254,P255,P281,P282,P283,P284,P285,P286,P287,P288,P296,P297,P298,P299,P300,P301,P302,P303,P311,P312,P313,P314,P315,P316,P317
DP 1040,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,3.75,0.032,163.449,0.03,0.0205,0.015,0.6,20974.979916014214,1.4288444003964322,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.947,287.009,287.075,287.143,287.222,287.297,287.381,287.451,16.7519,14.074,12.6632,11.802,11.1484,10.17,9.70718,10.2931,494.599,404.055,327.569,245.078,176.828,119.232,61.3659,-7.82394,287.689,287.803,287.911,288.021,288.111,288.196,288.308
DP 1041,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,3.75,0.032,167.51,0.03,0.0205,0.015,0.6,20974.979916014214,1.46434499758583,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.946,287.007,287.071,287.137,287.214,287.287,287.369,287.438,17.166,14.4239,12.9742,12.0992,11.4293,10.4263,9.95142,10.5526,517.164,422.961,343.141,256.453,184.935,124.67,63.9517,-8.53144,287.677,287.789,287.895,288.002,288.09,288.173,288.282
DP 1042,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,3.75,0.032,171.571,0.03,0.0205,0.015,0.6,20974.979916014214,1.4998455947752281,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.95,287.004,287.067,287.132,287.206,287.277,287.357,287.425,17.573,14.7898,13.2891,12.3945,11.715,10.6779,10.1906,10.8066,540.503,442.082,358.672,267.979,193.059,130.116,66.7153,-9.11408,287.665,287.775,287.879,287.984,288.07,288.152,288.257
DP 1043,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,3.75,0.032,175.633,0.03,0.0205,0.015,0.6,20974.979916014214,1.53535493380092,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.949,287.001,287.063,287.126,287.198,287.268,287.346,287.412,17.9811,15.1484,13.6081,12.6905,12.0016,10.9299,10.4323,11.0601,564.344,461.401,374.466,279.644,201.331,135.681,69.4099,-9.81051,287.654,287.762,287.864,287.966,288.05,288.131,288.234
DP 1044,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,3.75,0.032,179.694,0.03,0.0205,0.015,0.6,20974.979916014214,1.5708555309903178,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.948,286.999,287.059,287.121,287.191,287.259,287.336,287.4,18.4056,15.4908,13.9237,12.9883,12.2812,11.1813,10.6764,11.3222,587.768,481.211,390.45,291.341,209.683,141.309,72.1135,-10.6889,287.643,287.75,287.849,287.95,288.031,288.111,288.211
DP 1045,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,3.75,0.032,183.755,0.03,0.0205,0.015,0.6,20974.979916014214,1.6063561281797158,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.947,286.997,287.055,287.116,287.185,287.251,287.326,287.389,18.8378,15.8548,14.2237,13.2703,12.5511,11.4234,10.913,11.5792,611.124,500.04,406.181,303.139,218.073,146.952,74.8023,-11.7185,287.631,287.739,287.835,287.934,288.014,288.092,288.189
DP 1046,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,3.75,0.032,187.816,0.03,0.0205,0.015,0.6,20974.979916014214,1.6418567253691139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.945,286.995,287.052,287.111,287.178,287.243,287.316,287.378,19.2518,16.1897,14.5422,13.5632,12.8348,11.677,11.1545,11.8403,635.772,520.695,422.615,315.356,226.691,152.69,77.6114,-12.7517,287.622,287.728,287.821,287.918,287.996,288.073,288.168
DP 1047,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,3.75,0.032,191.878,0.03,0.0205,0.015,0.6,20974.979916014214,1.6773660643948056,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.944,286.993,287.049,287.106,287.172,287.236,287.307,287.368,19.6789,16.5392,14.826599999999999,13.8383,13.0884,11.918,11.3905,12.0908,659.689,539.682,438.758,327.249,235.451,158.464,80.3808,-13.695,287.613,287.716,287.807,287.904,287.981,288.056,288.149
DP 1048,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,3.75,0.032,195.939,0.03,0.0205,0.015,0.6,20974.979916014214,1.7128666615842036,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.944,286.99,287.045,287.102,287.167,287.229,287.299,287.358,20.0936,16.9035,15.1427,14.1334,13.3649,12.1695,11.6373,12.3485,685.048,560.581,455.789,339.777,244.432,164.499,83.2656,-14.6559,287.602,287.705,287.794,287.889,287.964,288.038,288.129
DP 1049,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,3.75,0.032,200,0.03,0.0205,0.015,0.6,20974.979916014214,1.7483672587736014,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.943,286.988,287.042,287.097,287.161,287.222,287.29,287.348,20.5105,17.2536,15.4483,14.4248,13.6371,12.4243,11.8939,12.6121,710.859,581.995,473.38,352.683,253.817,170.696,86.0075,-15.9064,287.593,287.695,287.782,287.875,287.949,288.021,288.11
DP 1050,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,1,0.03,0.0205,0.015,0.6,188774.81924412792,0.00874183629386801,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,326.817,416.402,523.324,635.671,749.926,860.126,966.79,1032.91,0.106042,0.0802914,0.072637,0.0670133,0.0644202,0.063254,0.0626387,0.068867,0.0497456,0.0408295,0.0331984,0.0262007,0.0196992,0.0132377,0.00695522,-0.000254245,431.876,539.443,651.991,769.632,887.139,998.697,1101.83
DP 1051,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,5.061,0.03,0.0205,0.015,0.6,188774.81924412792,0.044242433483265987,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,295.795,312.562,331.685,352.741,376.384,399.68,424.202,441.447,0.53774,0.441852,0.386519,0.361143,0.335957,0.316746,0.309763,0.340615,0.697856,0.552667,0.449585,0.340636,0.254001,0.171331,0.0907125,-0.00719697,344.818,367.564,388.974,413.93,438.766,462.942,489.02
DP 1052,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,9.122,0.03,0.0205,0.015,0.6,188774.81924412792,0.079743030672663973,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,292.32,301.698,311.95,323.385,335.949,348.714,362.246,372.332,0.962492,0.799101,0.703241,0.662174,0.617981,0.565678,0.553136,0.603365,2.04454,1.61981,1.31231,0.985917,0.727519,0.49664,0.26374,-0.0189639,328.96,342.25,354.262,368.292,381.968,395.81,410.573
DP 1053,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,13.184,0.03,0.0205,0.015,0.6,188774.81924412792,0.11525236969835581,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,290.962,297.484,304.493,312.348,320.899,329.69,339.004,346.205,1.38373,1.15279,1.01843,0.959246,0.897983,0.817317,0.795627,0.864209,4.0853,3.23882,2.62027,1.96178,1.43925,0.984212,0.524555,-0.035538,321.383,330.831,339.439,349.165,358.892,368.493,379.17
DP 1054,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,17.245,0.03,0.0205,0.015,0.6,188774.81924412792,0.1507529668877538,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,290.213,295.219,300.581,306.527,313.021,319.706,326.836,332.445,1.80445,1.50082,1.33018,1.25545,1.17649,1.06919,1.03604,1.12328,6.79989,5.41728,4.36572,3.2631,2.38019,1.62598,0.867274,-0.0549524,316.66,324.05,330.908,338.568,346.026,353.351,361.71
DP 1055,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,21.306,0.03,0.0205,0.015,0.6,188774.81924412792,0.1862535640771518,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,289.73,293.816,298.112,302.902,308.146,313.53,319.307,323.937,2.22424,1.84939,1.64472,1.55219,1.45491,1.31978,1.27635,1.37652,10.194,8.09953,6.53675,4.88287,3.55621,2.43369,1.29484,-0.0727507,313.387,319.544,325.113,331.525,337.548,343.51,350.359
DP 1056,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,25.367,0.03,0.0205,0.015,0.6,188774.81924412792,0.22175416126654979,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,289.389,292.83,296.418,300.445,304.851,309.345,314.216,318.151,2.64238,2.20978,1.96002,1.84672,1.73057,1.57316,1.51324,1.63139,14.2717,11.2891,9.13703,6.8233,4.97382,3.38741,1.81029,-0.0984407,310.928,316.207,320.945,326.397,331.538,336.543,342.403
DP 1057,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,29.429,0.03,0.0205,0.015,0.6,188774.81924412792,0.2572635002922416,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,289.132,292.109,295.189,298.663,302.457,306.315,310.521,313.944,3.05866,2.56876,2.2763,2.13998,2.0062,1.82549,1.74922,1.88787,19.0055,14.9991,12.1389,9.06704,6.60117,4.49255,2.40597,-0.128077,308.973,313.587,317.762,322.529,326.99,331.288,336.425
DP 1058,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,33.49,0.03,0.0205,0.015,0.6,188774.81924412792,0.29276409748163956,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.93,291.559,294.259,297.313,300.645,304.03,307.727,310.759,3.47435,2.92059,2.5905,2.433,2.283,2.07557,1.98675,2.1424,24.42,19.2517,15.5673,11.619,8.4459,5.74847,3.0819,-0.154639,307.366,311.485,315.243,319.491,323.424,327.197,331.755
DP 1059,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,37.551,0.03,0.0205,0.015,0.6,188774.81924412792,0.32826469467103758,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.763,291.123,293.531,296.256,299.227,302.242,305.543,308.265,3.89083,3.26977,2.9032,2.72478,2.55766,2.32591,2.22733,2.38999,30.5224,24.0595,19.4335,14.5086,10.5467,7.1789,3.83501,-0.166436,306.012,309.742,313.17,317.013,320.541,323.923,328.027
DP 1060,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,41.612,0.03,0.0205,0.015,0.6,188774.81924412792,0.36376529186043555,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.622,290.769,292.944,295.404,298.088,300.807,303.786,306.27,4.30758,3.61583,3.21225,3.01566,2.83131,2.57479,2.46524,2.64694,37.2629,29.3702,23.7052,17.691,12.8503,8.7403,4.65712,-0.221923,304.843,308.272,311.429,314.945,318.151,321.196,324.935
DP 1061,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,45.673,0.03,0.0205,0.015,0.6,188774.81924412792,0.39926588904983351,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.5,290.471,292.458,294.699,297.145,299.622,302.339,304.614,4.72615,3.95854,3.51938,3.3051,3.10361,2.82335,2.70218,2.89669,44.6465,35.2221,28.4083,21.1964,15.3976,10.4722,5.57523,-0.263486,303.758,306.994,309.931,313.182,316.131,318.89,322.322
DP 1062,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,49.735,0.03,0.0205,0.015,0.6,188774.81924412792,0.43477522807552538,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.393,290.213,292.046,294.1,296.352,298.627,301.125,303.222,5.146,4.30363,3.82564,3.59609,3.37539,3.07213,2.9383,3.1437,52.6636,41.5799,33.5347,25.0102,18.1703,12.3511,6.57418,-0.292644,302.753,305.855,308.619,311.656,314.393,316.92,320.093
DP 1063,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,53.796,0.03,0.0205,0.015,0.6,188774.81924412792,0.4702758252649234,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.295,289.98,291.692,293.588,295.675,297.778,300.091,302.035,5.56585,4.64883,4.13277,3.88658,3.64991,3.3211,3.17448,3.39441,61.3281,48.4686,39.0793,29.1351,21.1563,14.3791,7.65221,-0.338424,301.845,304.832,307.465,310.322,312.868,315.204,318.158
DP 1064,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,57.857,0.03,0.0205,0.015,0.6,188774.81924412792,0.50577642245432131,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.254,289.772,291.378,293.143,295.09,297.048,299.198,301.009,5.9857,5.00286,4.44181,4.17601,3.92242,3.56993,3.41157,3.6477,70.5683,55.7948,45.0217,33.5665,24.3688,16.5576,8.8094,-0.399607,301.037,303.892,306.424,309.125,311.512,313.688,316.455
DP 1065,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,61.918,0.03,0.0205,0.015,0.6,188774.81924412792,0.54127701964371933,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.168,289.584,291.097,292.753,294.576,296.406,298.418,300.112,6.40641,5.36133,4.75402,4.46603,4.19535,3.82013,3.64866,3.9009,80.3981,63.6393,51.3671,38.3201,27.8143,18.8935,10.0477,-0.466938,300.314,303.034,305.446,308.054,310.293,312.337,314.954
DP 1066,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,65.98,0.03,0.0205,0.015,0.6,188774.81924412792,0.57678635866941119,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.092,289.413,290.847,292.404,294.121,295.84,297.731,299.321,6.82692,5.71426,5.06365,4.75551,4.46938,4.06943,3.88513,4.15515,90.8082,72.021,58.1377,43.3656,31.4688,21.3719,11.3642,-0.549837,299.662,302.244,304.578,307.065,309.198,311.125,313.602
DP 1067,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,70.041,0.03,0.0205,0.015,0.6,188774.81924412792,0.6122869558588091,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.023,289.262,290.622,292.091,293.715,295.335,297.121,298.617,7.24592,6.0671,5.37548,5.04696,4.74322,4.31925,4.121,4.41028,101.825,80.8761,65.2893,48.6931,35.3222,23.9771,12.7474,-0.655592,299.096,301.536,303.775,306.147,308.185,310.023,312.381
DP 1068,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,74.102,0.03,0.0205,0.015,0.6,188774.81924412792,0.64778755304820712,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.961,289.128,290.42,291.811,293.35,294.883,296.574,297.987,7.66453,6.42285,5.68844,5.33791,5.01705,4.56948,4.35943,4.66637,113.41,90.1841,72.8272,54.3117,39.3927,26.7277,14.1989,-0.773619,298.592,300.907,303.045,305.305,307.249,309.013,311.265
DP 1069,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,78.163,0.03,0.0205,0.015,0.6,188774.81924412792,0.683288150237605,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.903,289.008,290.239,291.559,293.021,294.475,296.081,297.421,8.08395,6.77307,6.00008,5.62952,5.29233,4.82029,4.59715,4.92161,125.513,99.9877,80.7624,60.2175,43.6693,29.6124,15.7194,-0.903843,298.15,300.335,302.376,304.529,306.381,308.078,310.239
DP 1070,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,82.224,0.03,0.0205,0.015,0.6,188774.81924412792,0.71878874742700316,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.851,288.9,290.076,291.329,292.721,294.105,295.633,296.906,8.50372,7.12372,6.31377,5.92035,5.56824,5.07239,4.83577,5.17784,138.146,110.255,89.0896,66.4319,48.161,32.6456,17.3135,-1.05518,297.764,299.825,301.764,303.823,305.579,307.213,309.288
DP 1071,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,86.286,0.03,0.0205,0.015,0.6,188774.81924412792,0.754298086452695,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.804,288.802,289.927,291.121,292.449,293.768,295.227,296.438,8.92404,7.47345,6.62367,6.21073,5.84491,5.32637,5.07461,5.4334,151.291,120.98,97.8439,72.9772,52.8858,35.8252,18.99,-1.20689,297.413,299.372,301.222,303.186,304.852,306.415,308.398
DP 1072,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,90.347,0.03,0.0205,0.015,0.6,188774.81924412792,0.78979868364209294,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.762,288.715,289.791,290.932,292.199,293.459,294.853,296.01,9.34032,7.82177,6.93766,6.50294,6.12405,5.57967,5.31438,5.68568,165.001,132.15,106.943,79.7825,57.7666,39.1167,20.705,-1.36029,297.104,298.961,300.722,302.592,304.18,305.672,307.586
DP 1073,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,94.408,0.03,0.0205,0.015,0.6,188774.81924412792,0.82529928083149084,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.724,288.634,289.666,290.758,291.97,293.176,294.511,295.617,9.75632,8.164,7.25205,6.79691,6.40279,5.83309,5.55251,5.93875,179.24,143.837,116.418,86.8448,62.8403,42.5303,22.5004,-1.53433,296.817,298.588,300.265,302.046,303.561,304.984,306.833
DP 1074,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,98.469,0.03,0.0205,0.015,0.6,188774.81924412792,0.86079987802088875,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.69,288.56,289.551,290.596,291.759,292.915,294.195,295.254,10.1701,8.51009,7.56777,7.09177,6.68082,6.08554,5.79225,6.19248,193.969,155.901,126.227,94.1662,68.1197,46.1085,24.3577,-1.73163,296.55,298.243,299.845,301.543,302.987,304.369,306.14
DP 1075,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,102.531,0.03,0.0205,0.015,0.6,188774.81924412792,0.89630921704658073,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.659,288.492,289.446,290.448,291.565,292.675,293.904,294.92,10.5843,8.85662,7.88169,7.38485,6.96035,6.33741,6.03218,6.44743,209.22,168.439,136.399,101.798,73.5934,49.8043,26.2834,-1.94935,296.304,297.929,299.46,301.084,302.47,303.794,305.492
DP 1076,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,106.592,0.03,0.0205,0.015,0.6,188774.81924412792,0.93180981423597864,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.629,288.429,289.347,290.311,291.385,292.451,293.633,294.609,10.9993,9.20485,8.19983,7.67791,7.23792,6.59236,6.27387,6.70298,224.863,181.271,146.861,109.68,79.2864,53.6415,28.266,-2.1927,296.078,297.635,299.107,300.659,301.99,303.255,304.887
DP 1077,0.6,-50,30,25.25,4.75,148.9,148.9,442.67886541781422,20.5,32.800000000000004,3,56.811266488259179,7,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,6,15,2.1454132580905545E-05,11.25,0.032,110.653,0.03,0.0205,0.015,0.6,188774.81924412792,0.96731041142537677,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.601,288.371,289.258,290.184,291.219,292.244,293.382,294.321,11.413,9.54839,8.51151,7.97417,7.5189,6.84637,6.51527,6.95742,241.028,194.638,157.756,117.8,85.1229,57.5775,30.3017,-2.44001,295.868,297.377,298.78,300.267,301.542,302.757,304.323
