# 
# 06/05/2021 21:23:55
# The parameters defined in the project are:
# ,P26 - K,P76 - Mesh Relevance,P125 - celda1.x,P126 - celda1.y,P127 - volumen.x,P128 - volumen.y,P129 - H,P130 - L,P131 - Diametro,P132 - celda1.offsety,P133 - celda1.ny,P134 - celda1.offsetx,P135 - celda1.nx,P136 - celda2.x,P137 - celda2.y,P138 - celda2.offsety,P139 - celda2.ny,P140 - celda2.offsetx,P141 - celda2.nx,P142 - e,P193 - Volumenpila,P194 - Current,P195 - Rint,P199 - Flujo,P200 - ex [m],P201 - diametro [m],P202 - ey [m],P203 - k,P278 - pgen [W m^-3],P279 - massflow [kg s^-1],P280 - t_viento [C],P204 - D01 [kg m^-3],P205 - D02 [kg m^-3],P206 - D03 [kg m^-3],P207 - D04 [kg m^-3],P248 - TF01 [K],P249 - TF02 [K],P250 - TF03 [K],P251 - TF04 [K],P281 - V01 [m s^-1],P282 - V02 [m s^-1],P283 - V03 [m s^-1],P284 - V04 [m s^-1],P296 - P01 [Pa],P297 - P02 [Pa],P298 - P03 [Pa],P299 - P04 [Pa],P311 - TC01 [K],P312 - TC02 [K],P313 - TC03 [K]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P26,P76,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P193,P194,P195,P199,P200,P201,P202,P203,P278,P279,P280,P204,P205,P206,P207,P248,P249,P250,P251,P281,P282,P283,P284,P296,P297,P298,P299,P311,P312,P313
DP 277,0.961,-50,30,25.25,4.75,171.1015,171.1015,253.88792546901792,20.5,40.2005,3,69.629308489672638,3,64.814654244836333,45.35025,40.2005,2,69.629308489672638,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,0.961,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.106,287.266,287.411,287.578,3.78378,3.42295,3.35912,3.20861,18.6087,12.2131,6.38483,0.915864,288.898,289.141,289.35
DP 278,0.986,-50,30,25.25,4.75,172.639,172.639,256.55095358565512,20.5,40.713,3,70.5169845285517,3,65.258492264275844,45.6065,40.713,2,70.5169845285517,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,0.986,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.106,287.26,287.417,287.567,3.69647,3.45816,3.2579,3.23507,18.222,11.9449,6.27888,0.807946,288.881,289.107,289.283
DP 279,1.01,-50,30,25.25,4.75,174.115,174.115,259.10746057762674,20.5,41.205,3,71.369153525875575,3,65.6845767629378,45.8525,41.205,2,71.369153525875575,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.01,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.108,287.259,287.408,287.56,3.65167,3.42095,3.15606,3.15955,17.5134,11.4612,6.19427,0.786644,288.865,289.119,289.361
DP 280,1.035,-50,30,25.25,4.75,175.6525,175.65249999999997,261.77048869426392,20.5,41.7175,3,72.256829564754639,3,66.12841478237732,46.10875,41.7175,2,72.256829564754639,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.035,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.112,287.264,287.421,287.557,3.55705,3.35592,3.13056,3.12316,17.1444,11.185,6.03899,0.769028,288.863,289.143,289.393
DP 281,1.059,-50,30,25.25,4.75,177.1285,177.12849999999997,264.32699568623559,20.5,42.209500000000006,3,73.108998562078526,3,66.55449928103927,46.35475,42.209500000000006,2,73.108998562078526,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.059,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.116,287.261,287.42,287.555,3.50695,3.31574,3.10073,3.07516,16.4899,10.7163,5.89344,0.815675,288.879,289.176,289.393
DP 282,1.084,-50,30,25.25,4.75,178.666,178.666,266.99002380287271,20.5,42.722,3,73.996674600957576,3,66.9983373004788,46.611000000000004,42.722,2,73.996674600957576,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.084,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.118,287.26,287.411,287.552,3.46046,3.25938,3.11054,3.05983,15.9291,10.5046,5.57874,0.822291,288.931,289.143,289.386
DP 283,1.108,-50,30,25.25,4.75,180.142,180.142,269.54653079484439,20.5,43.214,3,74.848843598281462,3,67.424421799140731,46.857,43.214,2,74.848843598281462,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.108,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.119,287.266,287.417,287.552,3.38088,3.19649,3.05115,3.02148,15.5964,10.4486,5.55655,0.832116,288.931,289.174,289.399
DP 284,1.133,-50,30,25.25,4.75,181.67950000000002,181.67950000000002,272.20955891148151,20.5,43.7265,3,75.736519637160512,3,67.86825981858027,47.11325,43.7265,2,75.736519637160512,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.133,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.12,287.265,287.422,287.547,3.3316,3.16843,2.98548,3.0014,14.8979,9.8846,5.52449,0.855511,289.011,289.181,289.435
DP 285,1.157,-50,30,25.25,4.75,183.15550000000002,183.15550000000002,274.76606590345318,20.5,44.2185,3,76.5886886344844,3,68.2943443172422,47.35925,44.2185,2,76.5886886344844,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.157,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.126,287.262,287.411,287.557,3.27526,3.12128,2.95309,2.92948,14.7541,9.75019,5.34609,1.08148,288.978,289.23,289.516
DP 286,1.182,-50,30,25.25,4.75,184.69299999999998,184.69299999999998,277.42909402009036,20.5,44.731,3,77.476364673363449,3,68.738182336681731,47.6155,44.731,2,77.476364673363449,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.182,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.128,287.264,287.405,287.554,3.22252,3.06447,2.98662,2.89459,14.0178,9.47335,5.06892,1.04138,288.975,289.26,289.401
DP 287,1.206,-50,30,25.25,4.75,186.16899999999998,186.16899999999998,279.98560101206203,20.5,45.223,3,78.328533670687335,3,69.164266835343668,47.8615,45.223,2,78.328533670687335,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.206,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.131,287.261,287.41,287.545,3.18593,3.05078,2.90443,2.90618,13.7767,9.28123,5.1908,0.972086,288.982,289.267,289.469
DP 288,1.231,-50,30,25.25,4.75,187.7065,187.7065,282.6486291286991,20.5,45.735499999999995,3,79.216209709566371,3,69.608104854783193,48.11775,45.735499999999995,2,79.216209709566371,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.231,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.133,287.269,287.409,287.552,3.10216,2.98508,2.91188,2.79212,13.4685,9.04623,4.8658,1.11431,289.056,289.295,289.479
DP 289,1.255,-50,30,25.25,4.75,189.1825,189.1825,285.20513612067083,20.5,46.2275,3,80.068378706890272,3,70.034189353445143,48.363749999999996,46.2275,2,80.068378706890272,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.255,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.134,287.279,287.416,287.536,3.06402,2.90807,2.81644,2.80211,13.0142,8.82693,4.82664,0.669573,289.042,289.31,289.468
DP 290,1.28,-50,30,25.25,4.75,190.72,190.72,287.86816423730795,20.5,46.74,3,80.956054745769322,3,70.478027372884668,48.620000000000005,46.74,2,80.956054745769322,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.28,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.137,287.268,287.411,287.547,3.01072,2.8887,2.80036,2.76193,12.7535,8.5682,4.83586,0.991992,289.039,289.302,289.474
DP 291,1.304,-50,30,25.25,4.75,192.196,192.196,290.42467122927968,20.5,47.232000000000006,3,81.808223743093222,3,70.9041118715466,48.866,47.232000000000006,2,81.808223743093222,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.304,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.137,287.271,287.407,287.545,2.96298,2.85269,2.74743,2.7382,12.4077,8.35189,4.7838,1.02856,289.085,289.341,289.45
DP 292,1.329,-50,30,25.25,4.75,193.7335,193.7335,293.08769934591675,20.5,47.744499999999995,3,82.695899781972244,3,71.347949890986129,49.122249999999994,47.744499999999995,2,82.695899781972244,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.329,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.138,287.277,287.409,287.538,2.9249,2.81568,2.69354,2.71221,11.8665,8.15614,4.6198,0.918187,289.134,289.345,289.501
DP 293,1.353,-50,30,25.25,4.75,195.2095,195.2095,295.64420633788836,20.5,48.236499999999992,3,83.548068779296131,3,71.774034389648079,49.368249999999996,48.236499999999992,2,83.548068779296131,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.353,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.137,287.269,287.406,287.535,2.87759,2.80914,2.64247,2.69536,11.6183,7.77486,4.50644,0.881579,289.08,289.313,289.463
DP 294,1.378,-50,30,25.25,4.75,196.747,196.74699999999999,298.3072344545256,20.5,48.749,3,84.4357448181752,3,72.2178724090876,49.6245,48.749,2,84.4357448181752,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.378,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.145,287.267,287.404,287.538,2.83478,2.7409,2.6441,2.63175,11.3449,7.60936,4.31405,1.1234,289.136,289.374,289.513
DP 295,1.402,-50,30,25.25,4.75,198.223,198.22299999999998,300.86374144649722,20.5,49.241,3,85.287913815499081,3,72.643956907749555,49.8705,49.241,2,85.287913815499081,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.402,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.145,287.267,287.411,287.543,2.80085,2.75334,2.63815,2.63022,11.0997,7.34728,4.29172,0.973978,289.12,289.355,289.537
DP 296,1.427,-50,30,25.25,4.75,199.7605,199.7605,303.52676956313439,20.5,49.7535,3,86.175589854378131,3,73.087794927189066,50.12675,49.7535,2,86.175589854378131,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.427,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.146,287.274,287.407,287.535,2.74672,2.67704,2.5975,2.61501,10.8092,7.27766,4.08289,0.890872,289.135,289.32,289.494
DP 297,1.451,-50,30,25.25,4.75,201.2365,201.23649999999998,306.08327655510607,20.5,50.2455,3,87.027758851702018,3,73.513879425851016,50.372749999999996,50.2455,2,87.027758851702018,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.451,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.146,287.271,287.406,287.533,2.7225799999999998,2.60082,2.54044,2.55886,10.3512,7.11266,4.04235,0.836408,289.125,289.308,289.482
DP 298,1.476,-50,30,25.25,4.75,202.774,202.774,308.74630467174319,20.5,50.758,3,87.915434890581068,3,73.957717445290541,50.629000000000005,50.758,2,87.915434890581068,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.476,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.148,287.272,287.406,287.529,2.6812,2.56332,2.51701,2.54361,10.0873,7.00735,3.93352,0.85229,289.17,289.336,289.536
DP 299,1.5,-50,30,25.25,4.75,204.25,204.25,311.30281166371486,20.5,51.25,3,88.767603887904954,3,74.383801943952477,50.875,51.25,2,88.767603887904954,2,15,2.1454132580905545E-05,3.75,0.032,50.75,0.03,0.0205,0.015,1.5,20974.979916014214,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,287.149,287.271,287.406,287.535,2.64329,2.56715,2.4863,2.50969,9.79578,6.66459,3.80695,0.82218,289.166,289.372,289.552
DP 300,0.3,-50,30,25.25,4.75,130.45,130.45,183.47746206513173,20.5,26.650000000000002,3,46.159154021710577,3,53.079577010855289,38.575,26.650000000000002,2,46.159154021710577,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.3,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.273,290.399,293.49,296.808,8.09444,6.38958,5.12755,4.80689,38.3522,21.9042,10.0243,-3.78587,300.366,304.863,309.026
DP 301,0.324,-50,30,25.25,4.75,131.926,131.926,186.03396905710341,20.5,27.142000000000003,3,47.011323019034471,3,53.505661509517239,38.821,27.142000000000003,2,47.011323019034471,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.324,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.334,290.559,293.602,296.415,7.70053,5.82212,4.86452,4.80729,38.9527,24.3543,11.3942,-2.90173,300.699,305.106,309.439
DP 302,0.349,-50,30,25.25,4.75,133.4635,133.4635,188.69699717374056,20.5,27.6545,3,47.898999057913514,3,53.949499528956764,39.07725,27.6545,2,47.898999057913514,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.349,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.283,290.232,292.891,295.598,7.23734,5.8257,4.8942,4.86007,40.7359,22.7537,10.6439,-3.26953,300.989,304.787,308.652
DP 303,0.373,-50,30,25.25,4.75,134.9395,134.9395,191.2535041657122,20.5,28.1465,3,48.7511680552374,3,54.3755840276187,39.32325,28.1465,2,48.7511680552374,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.373,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.307,290.194,292.746,295.173,7.13839,5.30397,4.62968,4.6813,37.6191,23.6021,11.2623,-1.25978,300.996,304.667,308.71
DP 304,0.398,-50,30,25.25,4.75,136.477,136.477,193.91653228234938,20.5,28.659000000000002,3,49.638844094116457,3,54.819422047058232,39.5795,28.659000000000002,2,49.638844094116457,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.398,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.358,290.241,292.709,295.039,6.90973,5.46035,4.57788,4.43634,36.7679,21.7136,10.2426,-1.17185,301.457,305.242,309.498
DP 305,0.422,-50,30,25.25,4.75,137.953,137.953,196.47303927432102,20.5,29.151,3,50.491013091440337,3,55.245506545720175,39.8255,29.151,2,50.491013091440337,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.422,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.251,290.061,292.384,294.666,6.59481,5.21625,4.5597,4.39932,37.4229,22.3536,11.0097,-0.392894,301.284,304.878,308.891
DP 306,0.447,-50,30,25.25,4.75,139.4905,139.4905,199.13606739095817,20.5,29.663500000000003,3,51.378689130319394,3,55.6893445651597,40.08175,29.663500000000003,2,51.378689130319394,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.447,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.275,290.195,292.367,294.55,6.27622,4.95315,4.4535,4.38603,35.5249,22.104,11.0129,-0.938783,301.194,304.925,308.191
DP 307,0.471,-50,30,25.25,4.75,140.9665,140.9665,201.69257438292985,20.5,30.155500000000004,3,52.23085812764328,3,56.115429063821644,40.32775,30.155500000000004,2,52.23085812764328,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.471,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.454,290.198,292.339,294.5,6.00061,4.87561,4.33268,4.11456,36.7143,21.2507,10.0432,-0.814858,301.275,305.274,308.739
DP 308,0.496,-50,30,25.25,4.75,142.504,142.504,204.35560249956697,20.5,30.668,3,53.118534166522323,3,56.559267083261162,40.584,30.668,2,53.118534166522323,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.496,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.382,290.345,292.477,294.358,5.96608,4.5409,4.22486,4.10644,33.7978,20.8278,9.51633,-0.972429,302.13,306.416,309.444
DP 309,0.52,-50,30,25.25,4.75,143.98,143.98,206.91210949153864,20.5,31.16,3,53.970703163846217,3,56.985351581923112,40.83,31.16,2,53.970703163846217,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.52,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.367,290.056,292.266,294.227,5.77043,4.5514,4.0236,4.00831,32.7542,21.0169,10.2586,-0.289196,302.031,305.632,308.446
DP 310,0.545,-50,30,25.25,4.75,145.5175,145.5175,209.57513760817579,20.5,31.6725,3,54.85837920272526,3,57.429189601362637,41.08625,31.6725,2,54.85837920272526,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.545,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.411,290.145,292.251,293.989,5.50871,4.55175,4.03365,3.90209,32.158,19.7554,9.44582,-0.224854,302.039,305.603,308.559
DP 311,0.569,-50,30,25.25,4.75,146.99349999999998,146.99349999999998,212.13164460014744,20.5,32.1645,3,55.710548200049146,3,57.855274100024573,41.33225,32.1645,2,55.710548200049146,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.569,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.362,290.15,292.103,293.945,5.41406,4.53578,4.02286,3.94229,31.0297,18.7996,9.02274,-0.378869,301.949,305.548,308.758
DP 312,0.594,-50,30,25.25,4.75,148.531,148.531,214.79467271678459,20.5,32.677,3,56.598224238928196,3,58.2991121194641,41.588499999999996,32.677,2,56.598224238928196,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.594,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.398,290.042,291.897,293.702,5.26786,4.50312,3.97342,3.91012,30.3907,18.2135,9.08184,-0.170411,302.125,305.703,307.885
DP 313,0.618,-50,30,25.25,4.75,150.007,150.007,217.35117970875626,20.5,33.169,3,57.450393236252083,3,58.725196618126049,41.8345,33.169,2,57.450393236252083,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.618,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.424,290.095,291.871,293.672,5.23287,4.32327,3.89302,3.83446,27.9261,17.1805,8.68986,-0.388745,303.066,305.621,308.572
DP 314,0.643,-50,30,25.25,4.75,151.5445,151.5445,220.01420782539341,20.5,33.6815,3,58.33806927513114,3,59.169034637565574,42.09075,33.6815,2,58.33806927513114,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.643,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.501,290.22,292.007,293.681,5.01206,4.26257,3.85119,3.76375,28.7412,17.1777,8.46721,-0.0492757,302.455,305.688,308.77
DP 315,0.667,-50,30,25.25,4.75,153.0205,153.0205,222.57071481736511,20.5,34.173500000000004,3,59.190238272455034,3,59.595119136227524,42.33675,34.173500000000004,2,59.190238272455034,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.667,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.505,290.177,291.944,293.569,4.92501,4.3365,3.88131,3.74966,27.4962,16.8952,8.18559,0.110322,302.71,305.472,308.511
DP 316,0.692,-50,30,25.25,4.75,154.558,154.558,225.23374293400224,20.5,34.686,3,60.077914311334077,3,60.038957155667042,42.593,34.686,2,60.077914311334077,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.692,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.548,290.149,291.958,293.442,4.75707,4.05405,3.74224,3.75666,26.8319,17.2521,8.0331,0.376971,302.767,306.247,308.619
DP 317,0.716,-50,30,25.25,4.75,156.034,156.034,227.79024992597385,20.5,35.178,3,60.930083308657956,3,60.465041654328985,42.839,35.178,2,60.930083308657956,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.716,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.574,290.123,291.791,293.325,4.62078,4.08028,3.58445,3.71823,26.0512,15.7263,8.95146,0.171264,303.114,306.051,308.622
DP 318,0.741,-50,30,25.25,4.75,157.57150000000001,157.57150000000001,230.45327804261103,20.5,35.6905,3,61.817759347537013,3,60.90887967376851,43.09525,35.6905,2,61.817759347537013,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.741,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.588,290.053,291.766,293.296,4.51971,4.12922,3.7062,3.64865,25.2332,15.1952,7.83944,0.166125,302.99,306.385,308.778
DP 319,0.765,-50,30,25.25,4.75,159.0475,159.0475,233.00978503458271,20.5,36.182500000000005,3,62.669928344860907,3,61.33496417243046,43.34125,36.182500000000005,2,62.669928344860907,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.765,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.582,290.126,291.778,293.19,4.44655,3.88862,3.60601,3.60876,24.2662,15.4263,7.90002,0.164002,303.186,305.632,308.385
DP 320,0.79,-50,30,25.25,4.75,160.585,160.585,235.67281315121986,20.5,36.695,3,63.55760438373995,3,61.778802191869978,43.5975,36.695,2,63.55760438373995,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.79,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.617,290.075,291.646,293.103,4.36282,3.88769,3.62568,3.59368,23.5361,15.1992,6.97631,0.182478,303.13,305.664,308.486
DP 321,0.814,-50,30,25.25,4.75,162.061,162.06099999999998,238.2293201431915,20.5,37.187,3,64.409773381063829,3,62.204886690531922,43.8435,37.187,2,64.409773381063829,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.814,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.653,290.183,291.706,293.166,4.25099,3.85598,3.55072,3.42876,23.1092,14.3716,7.01756,0.54741,303.887,306.303,309.019
DP 322,0.839,-50,30,25.25,4.75,163.5985,163.5985,240.89234825982868,20.5,37.6995,3,65.2974494199429,3,62.648724709971447,44.09975,37.6995,2,65.2974494199429,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.839,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.658,290.065,291.668,293.052,4.17889,3.83243,3.40924,3.47686,22.1548,13.7343,7.33629,0.489058,304.06,306.632,308.952
DP 323,0.863,-50,30,25.25,4.75,165.0745,165.0745,243.4488552518003,20.5,38.1915,3,66.149618417266765,3,63.07480920863339,44.345749999999995,38.1915,2,66.149618417266765,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.863,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.725,290.084,291.649,292.958,4.12589,3.74489,3.37502,3.44612,21.1927,13.483,7.17536,0.551915,303.718,307.045,309.261
DP 324,0.888,-50,30,25.25,4.75,166.612,166.612,246.11188336843747,20.5,38.704,3,67.03729445614583,3,63.518647228072915,44.602000000000004,38.704,2,67.03729445614583,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.888,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.723,290.091,291.589,292.91,4.01369,3.72058,3.40371,3.37626,20.5846,13.1239,7.08309,0.874112,303.901,306.645,309.182
DP 325,0.912,-50,30,25.25,4.75,168.088,168.088,248.66839036040909,20.5,39.196,3,67.8894634534697,3,63.944731726734858,44.848,39.196,2,67.8894634534697,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.912,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.74,290.049,291.486,292.858,3.97975,3.71091,3.32975,3.33488,19.4262,12.8594,6.62387,0.890523,303.77,305.595,309.066
DP 326,0.937,-50,30,25.25,4.75,169.6255,169.6255,251.3314184770463,20.5,39.7085,3,68.777139492348766,3,64.388569746174383,45.10425,39.7085,2,68.777139492348766,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.937,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.743,290.219,291.602,293,3.88259,3.60956,3.26989,3.30011,19.0468,12.6469,6.66571,0.810676,304.196,306.577,308.857
DP 327,0.961,-50,30,25.25,4.75,171.1015,171.1015,253.88792546901792,20.5,40.2005,3,69.629308489672638,3,64.814654244836333,45.35025,40.2005,2,69.629308489672638,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.961,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.756,290.194,291.501,293,3.78378,3.42295,3.35912,3.20861,18.6087,12.2131,6.38483,0.915864,304.881,307.068,308.954
DP 328,0.986,-50,30,25.25,4.75,172.639,172.639,256.55095358565512,20.5,40.713,3,70.5169845285517,3,65.258492264275844,45.6065,40.713,2,70.5169845285517,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,0.986,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.757,290.143,291.553,292.9,3.69647,3.45816,3.2579,3.23507,18.222,11.9449,6.27888,0.807946,304.729,306.764,308.347
DP 329,1.01,-50,30,25.25,4.75,174.115,174.115,259.10746057762674,20.5,41.205,3,71.369153525875575,3,65.6845767629378,45.8525,41.205,2,71.369153525875575,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,1.01,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.77,290.135,291.468,292.844,3.65167,3.42095,3.15606,3.15955,17.5134,11.4612,6.19427,0.786644,304.588,306.868,309.053
DP 330,1.035,-50,30,25.25,4.75,175.6525,175.65249999999997,261.77048869426392,20.5,41.7175,3,72.256829564754639,3,66.12841478237732,46.10875,41.7175,2,72.256829564754639,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,1.035,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.812,290.175,291.591,292.816,3.55705,3.35592,3.13056,3.12316,17.1444,11.185,6.03899,0.769028,304.565,307.084,309.338
DP 331,1.059,-50,30,25.25,4.75,177.1285,177.12849999999997,264.32699568623559,20.5,42.209500000000006,3,73.108998562078526,3,66.55449928103927,46.35475,42.209500000000006,2,73.108998562078526,2,15,2.1454132580905545E-05,11.25,0.032,50.75,0.03,0.0205,0.015,1.059,188774.81924412792,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.848,290.151,291.576,292.799,3.50695,3.31574,3.10073,3.07516,16.4899,10.7163,5.89344,0.815675,304.714,307.386,309.335
