# 
# 06/05/2021 21:23:55
# The parameters defined in the project are:
# ,P26 - K,P76 - Mesh Relevance,P125 - celda1.x,P126 - celda1.y,P127 - volumen.x,P128 - volumen.y,P129 - H,P130 - L,P131 - Diametro,P132 - celda1.offsety,P133 - celda1.ny,P134 - celda1.offsetx,P135 - celda1.nx,P136 - celda2.x,P137 - celda2.y,P138 - celda2.offsety,P139 - celda2.ny,P140 - celda2.offsetx,P141 - celda2.nx,P142 - e,P193 - Volumenpila,P194 - Current,P195 - Rint,P199 - Flujo,P200 - ex [m],P201 - diametro [m],P202 - ey [m],P203 - k,P278 - pgen [W m^-3],P279 - massflow [kg s^-1],P280 - t_viento [C],P204 - D01 [kg m^-3],P205 - D02 [kg m^-3],P206 - D03 [kg m^-3],P207 - D04 [kg m^-3],P248 - TF01 [K],P249 - TF02 [K],P250 - TF03 [K],P251 - TF04 [K],P281 - V01 [m s^-1],P282 - V02 [m s^-1],P283 - V03 [m s^-1],P284 - V04 [m s^-1],P296 - P01 [Pa],P297 - P02 [Pa],P298 - P03 [Pa],P299 - P04 [Pa],P311 - TC01 [K],P312 - TC02 [K],P313 - TC03 [K]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P26,P76,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P193,P194,P195,P199,P200,P201,P202,P203,P278,P279,P280,P204,P205,P206,P207,P248,P249,P250,P251,P281,P282,P283,P284,P296,P297,P298,P299,P311,P312,P313
DP 639,1.2,-50,30,27.9795,2.0204999999999984,227.28840000000002,227.2884,341.75122563029123,25.959,57.109800000000007,3,98.917075210097082,3,79.458537605048548,56.534400000000005,57.109800000000007,2,98.917075210097082,2,15,3.440164063873058E-05,11.25,0.032,50.75,0.03,0.025959,0.015,1.2,117726.94339003027,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.887,290.073,291.284,292.391,2.61156,2.51995,2.46176,2.47241,10.1856,7.04513,3.95548,0.64095,305.604,307.586,308.901
DP 640,1.2,-50,30,28.0815,1.9185000000000016,228.8388,228.8388,344.083258837602,26.163,57.558600000000006,3,99.694419612533991,3,79.847209806266989,56.8608,57.558600000000006,2,99.694419612533991,2,15,3.494445893467328E-05,11.25,0.032,50.75,0.03,0.026163000000000002,0.015,1.2,115898.203133471,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.889,290.103,291.302,292.5,2.58332,2.47296,2.46733,2.48786,10.1691,7.06139,3.73391,0.497229,305.383,307.255,309.007
DP 641,1.2,-50,30,28.183500000000002,1.8164999999999978,230.38920000000002,230.38920000000002,346.41529204491269,26.367,58.007400000000004,3,100.47176401497089,3,80.235882007485458,57.187200000000004,58.007400000000004,2,100.47176401497089,2,15,3.5491526297511813E-05,11.25,0.032,50.75,0.03,0.026367,0.015,1.2,114111.74504163071,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.877,290.098,291.3,292.366,2.57479,2.50309,2.46288,2.46839,9.91411,6.769,3.79595,0.654745,305.258,306.828,308.704
DP 642,1.2,-50,30,28.2855,1.714500000000001,231.93959999999998,231.93959999999998,348.74732525222345,26.571,58.45620000000001,3,101.24910841740781,3,80.624554208703913,57.513600000000004,58.45620000000001,2,101.24910841740781,2,15,3.6042842727246186E-05,11.25,0.032,50.75,0.03,0.026571,0.015,1.2,112366.27561949899,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.887,290.033,291.267,292.436,2.5611,2.53554,2.4397,2.44661,9.75449,6.55619,3.63001,0.585104,305.428,307.59,308.361
DP 643,1.2,-50,30,28.387999999999998,1.6120000000000019,233.49759999999998,233.49759999999998,351.09078999486411,26.776,58.9072,3,102.03026333162137,3,81.015131665810685,57.8416,58.9072,2,102.03026333162137,2,15,3.6601142049584508E-05,11.25,0.032,50.75,0.03,0.026776,0.015,1.2,110652.28496185613,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.884,290.062,291.305,292.402,2.54812,2.51208,2.40338,2.41847,9.65083,6.49057,3.63977,0.391059,305.658,307.812,308.731
DP 644,1.2,-50,30,28.490000000000002,1.509999999999998,235.048,235.048,353.42282320217487,26.98,59.356000000000009,3,102.80760773405829,3,81.403803867029154,58.168000000000006,59.356000000000009,2,102.80760773405829,2,15,3.716097744186983E-05,11.25,0.032,50.75,0.03,0.02698,0.015,1.2,108985.29260526942,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.887,290.092,291.298,292.374,2.52575,2.45535,2.42317,2.3595,9.62819,6.75498,3.70088,0.560135,305.811,307.105,308.802
DP 645,1.2,-50,30,28.592,1.4080000000000013,236.5984,236.59839999999997,355.75485640948563,27.184,59.804800000000007,3,103.5849521364952,3,81.792476068247609,58.4944,59.804800000000007,2,103.5849521364952,2,15,3.7725061901050992E-05,11.25,0.032,50.75,0.03,0.027184000000000003,0.015,1.2,107355.68865659488,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.872,290.057,291.22,292.348,2.50735,2.48589,2.41509,2.40751,9.49856,6.47755,3.53642,0.592449,305.532,306.806,308.453
DP 646,1.2,-50,30,28.694000000000003,1.3059999999999974,238.14880000000002,238.14880000000002,358.08688961679633,27.388,60.253600000000006,3,104.36229653893211,3,82.181148269466064,58.820800000000006,60.253600000000006,2,104.36229653893211,2,15,3.8293395427127993E-05,11.25,0.032,50.75,0.03,0.027388000000000003,0.015,1.2,105762.36332208032,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.867,290.067,291.247,292.434,2.49225,2.44509,2.35189,2.38284,9.25455,6.30831,3.52681,0.494752,305.596,307.213,308.703
DP 647,1.2,-50,30,28.796,1.2040000000000006,239.6992,239.69919999999996,360.41892282410709,27.592,60.702400000000004,3,105.13964094136902,3,82.569820470684519,59.1472,60.702400000000004,2,105.13964094136902,2,15,3.8865978020100814E-05,11.25,0.032,50.75,0.03,0.027592,0.015,1.2,104204.24768174905,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.855,290.047,291.226,292.286,2.47059,2.42105,2.35659,2.39331,9.40138,6.47828,3.61148,0.542212,305.254,306.919,308.291
DP 648,1.2,-50,30,28.898,1.1020000000000003,241.2496,241.2496,362.75095603141779,27.796,61.1512,3,105.91698534380593,3,82.958492671902974,59.473600000000005,61.1512,2,105.91698534380593,2,15,3.9442809679969474E-05,11.25,0.032,50.75,0.03,0.027796,0.015,1.2,102680.31189615633,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.853,290.058,291.217,292.336,2.4547,2.41924,2.37703,2.36734,9.31666,6.36995,3.53113,0.62729,305.354,306.666,308.118
DP 649,1.2,-50,30,29,1,242.8,242.79999999999998,365.08298923872854,28,61.600000000000009,3,106.69432974624284,3,83.347164873121429,59.800000000000004,61.600000000000009,2,106.69432974624284,2,15,4.0023890406733973E-05,11.25,0.032,50.75,0.03,0.028,0.015,1.2,101189.56350426625,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,288.868,290.043,291.202,292.28,2.43686,2.42125,2.37144,2.3989,9.14622,6.15717,3.33411,0.457719,305.176,306.636,308.379
DP 650,1.2,-50,30,24,6,166.8,166.8,250.76763593918261,18,39.6,3,68.589211979727537,3,64.294605989863783,43.8,39.6,2,68.589211979727537,2,15,1.6540485321150259E-05,11.25,0.032,50.75,0.03,0.018000000000000002,0.015,1.2,244853.75860291591,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.49,297.713,299.153,300.43,3.53453,3.34696,3.17004,3.09941,16.1018,10.8166,5.79335,0.841012,313.854,316.129,317.633
DP 651,1.2,-50,30,24.102,5.898,168.3504,168.35039999999998,253.0996691464934,18.204,40.048800000000007,3,69.366556382164461,3,64.683278191082238,44.126400000000004,40.048800000000007,2,69.366556382164461,2,15,1.6917527521877588E-05,11.25,0.032,50.75,0.03,0.018204,0.015,1.2,239396.68457832138,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.502,297.766,299.169,300.358,3.50488,3.29004,3.06901,3.08025,15.669,10.4622,5.76019,0.812306,313.73,315.951,318.049
DP 652,1.2,-50,30,24.204,5.7959999999999994,169.9008,169.9008,255.4317023538041,18.408,40.497600000000006,3,70.143900784601371,3,65.071950392300693,44.4528,40.497600000000006,2,70.143900784601371,2,15,1.7298818789500739E-05,11.25,0.032,50.75,0.03,0.018408,0.015,1.2,234120.03150516193,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.493,297.745,299.104,300.377,3.46944,3.33942,3.11721,3.04822,15.6983,10.3801,5.55637,0.945697,313.842,315.501,317.803
DP 653,1.2,-50,30,24.305999999999997,5.6940000000000026,171.45119999999997,171.45119999999997,257.7637355611148,18.612,40.9464,3,70.921245187038267,3,65.460622593519133,44.779199999999996,40.9464,2,70.921245187038267,2,15,1.7684359124019722E-05,11.25,0.032,50.75,0.03,0.018612,0.015,1.2,229015.9327571617,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.481,297.676,299.027,300.276,3.43509,3.29856,3.11008,3.04678,15.4638,10.1356,5.47524,0.810707,313.74,315.572,317.869
DP 654,1.2,-50,30,24.408,5.5919999999999987,173.0016,173.0016,260.09576876842556,18.816,41.3952,3,71.698589589475191,3,65.8492947947376,45.1056,41.3952,2,71.698589589475191,2,15,1.8074148525434549E-05,11.25,0.032,50.75,0.03,0.018816,0.015,1.2,224076.9458268368,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.452,297.749,299.093,300.254,3.40536,3.26258,3.02596,3.04349,15.1719,9.94382,5.56328,0.779648,313.809,315.137,317.923
DP 655,1.2,-50,30,24.509999999999998,5.490000000000002,174.552,174.552,262.42780197573632,19.02,41.844,3,72.4759339919121,3,66.237966995956057,45.432,41.844,2,72.4759339919121,2,15,1.8468186993745202E-05,11.25,0.032,50.75,0.03,0.01902,0.015,1.2,219296.02517949662,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.45,297.7,299.025,300.437,3.38241,3.2633,3.08694,2.93856,15.3438,10.0439,5.29221,1.17758,313.648,314.959,317.689
DP 656,1.2,-50,30,24.612000000000002,5.3879999999999981,176.1024,176.1024,264.75983518304707,19.224,42.292800000000007,3,73.253278394349024,3,66.626639197174512,45.758400000000009,42.292800000000007,2,73.253278394349024,2,15,1.8866474528951695E-05,11.25,0.032,50.75,0.03,0.019224,0.015,1.2,214666.49711291003,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.435,297.741,299.101,300.271,3.35802,3.16094,3.01788,3.01071,14.7959,9.95643,5.3844,0.73468,313.773,315.498,317.778
DP 657,1.2,-50,30,24.7145,5.285499999999999,177.66039999999998,177.66039999999998,267.10329992568768,19.429,42.7438,3,74.034433308562569,3,67.0172166542813,46.0864,42.7438,2,74.034433308562569,2,15,1.9270994815122298E-05,11.25,0.032,50.75,0.03,0.019429,0.015,1.2,210160.40110300333,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.439,297.686,299.029,300.25,3.30997,3.17985,3.03751,2.94393,14.8803,9.91495,5.31858,0.90889,313.819,315.765,317.504
DP 658,1.2,-50,30,24.816499999999998,5.1835000000000022,179.2108,179.2108,269.43533313299844,19.633,43.1926,3,74.811777710999479,3,67.40588885549974,46.4128,43.1926,2,74.811777710999479,2,15,1.9677801312879747E-05,11.25,0.032,50.75,0.03,0.019633,0.015,1.2,205815.67704665998,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.495,297.726,299.099,300.311,3.28089,3.12835,2.96374,2.96825,14.7153,9.88723,5.41887,1.06282,313.806,316.003,318.135
DP 659,1.2,-50,30,24.9185,5.0814999999999984,180.76119999999997,180.76119999999997,271.7673663403092,19.837,43.641400000000004,3,75.5891221134364,3,67.794561056718209,46.739200000000004,43.641400000000004,2,75.5891221134364,2,15,2.0088856877533035E-05,11.25,0.032,50.75,0.03,0.019837,0.015,1.2,201604.30355444649,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.492,297.69,299.059,300.227,3.25631,3.13094,2.95452,2.92261,14.4708,9.63035,5.32766,0.83829,313.628,315.768,317.613
DP 660,1.2,-50,30,25.0205,4.9795000000000016,182.3116,182.3116,274.09939954761995,20.041,44.0902,3,76.366466515873313,3,68.183233257936664,47.0656,44.0902,2,76.366466515873313,2,15,2.0504161509082149E-05,11.25,0.032,50.75,0.03,0.020041,0.015,1.2,197520.87878385498,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.487,297.688,299.048,300.301,3.23341,3.08758,2.92885,2.90961,14.4003,9.64465,5.35996,1.03643,313.436,315.717,317.512
DP 661,1.2,-50,30,25.122500000000002,4.8774999999999977,183.862,183.862,276.43143275493071,20.245,44.539000000000009,3,77.143810918310237,3,68.571905459155118,47.39200000000001,44.539000000000009,2,77.143810918310237,2,15,2.0923715207527103E-05,11.25,0.032,50.75,0.03,0.020245000000000003,0.015,1.2,193560.2716740788,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.481,297.685,299.102,300.265,3.20818,3.02947,2.88985,2.91409,14.164,9.484,5.33901,0.976638,313.621,315.601,317.7
DP 662,1.2,-50,30,25.2245,4.775500000000001,185.41240000000002,185.4124,278.76346596224141,20.449,44.987800000000007,3,77.921155320747147,3,68.960577660373588,47.7184,44.987800000000007,2,77.921155320747147,2,15,2.1347517972867879E-05,11.25,0.032,50.75,0.03,0.020449000000000002,0.015,1.2,189717.6058194419,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.48,297.688,298.999,300.171,3.18981,3.00818,2.91448,2.93668,13.9421,9.4113,5.06013,0.826315,313.336,315.869,317.352
DP 663,1.2,-50,30,25.3265,4.6735000000000007,186.9628,186.9628,281.09549916955211,20.653,45.4366,3,78.698499723184042,3,69.349249861592028,48.044799999999995,45.4366,2,78.698499723184042,2,15,2.1775569805104488E-05,11.25,0.032,50.75,0.03,0.020652999999999998,0.015,1.2,185988.24445230476,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.462,297.634,298.985,300.163,3.18186,3.03875,2.89053,2.88286,13.6197,9.21476,5.05925,0.972007,313.367,315.647,317.287
DP 664,1.2,-50,30,25.4285,4.5715,188.51319999999998,188.51319999999998,283.42753237686293,20.857,45.885400000000004,3,79.475844125620966,3,69.7379220628105,48.3712,45.885400000000004,2,79.475844125620966,2,15,2.2207870704236941E-05,11.25,0.032,50.75,0.03,0.020857,0.015,1.2,182367.776449064,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.463,297.66,299.016,300.128,3.13397,2.98709,2.84016,2.84036,13.4991,9.08403,4.99256,0.889806,313.571,315.782,317.341
DP 665,1.2,-50,30,25.5305,4.4695,190.0636,190.0636,285.75956558417363,21.061,46.3342,3,80.253188528057876,3,70.126594264028938,48.6976,46.3342,2,80.253188528057876,2,15,2.2644420670265219E-05,11.25,0.032,50.75,0.03,0.021061,0.015,1.2,178852.0032803544,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.445,297.667,299.055,300.178,3.12114,2.97039,2.79398,2.82141,13.2501,8.83889,4.99994,0.983112,313.431,315.74,317.793
DP 666,1.2,-50,30,25.6325,4.3675,191.614,191.61399999999998,288.09159879148439,21.265,46.783000000000008,3,81.0305329304948,3,70.515266465247407,49.024,46.783000000000008,2,81.0305329304948,2,15,2.3085219703189334E-05,11.25,0.032,50.75,0.03,0.021265000000000003,0.015,1.2,175436.92683333973,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.43,297.682,299.001,300.04,3.08119,2.91937,2.81964,2.82605,13.2021,8.92364,4.85393,0.941663,313.359,315.263,317.078
DP 667,1.2,-50,30,25.7345,4.2654999999999994,193.1644,193.1644,290.42363199879514,21.469,47.231800000000007,3,81.80787733293171,3,70.903938666465848,49.350400000000008,47.231800000000007,2,81.80787733293171,2,15,2.3530267803009291E-05,11.25,0.032,50.75,0.03,0.021469000000000002,0.015,1.2,172118.73804011889,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.403,297.641,298.934,300.04,3.06238,2.95255,2.84291,2.83246,13.1515,8.88935,4.86496,0.921823,313.491,315.553,317.025
DP 668,1.2,-50,30,25.8365,4.1634999999999991,194.71479999999997,194.71479999999997,292.75566520610585,21.673,47.6806,3,82.5852217353686,3,71.292610867684317,49.6768,47.6806,2,82.5852217353686,2,15,2.3979564969725061E-05,11.25,0.032,50.75,0.03,0.021672999999999998,0.015,1.2,168893.80625183356,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.434,297.657,298.978,300.047,3.03226,2.94645,2.79302,2.78152,13.0549,8.7409,4.87267,1.0238,313,315.036,317.208
DP 669,1.2,-50,30,25.939,4.061,196.27280000000002,196.2728,295.09912994874651,21.878,48.131600000000006,3,83.366376649582179,3,71.6831883247911,50.0048,48.131600000000006,2,83.366376649582179,2,15,2.4435344934618248E-05,11.25,0.032,50.75,0.03,0.021878,0.015,1.2,165743.51664920637,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.423,297.719,299.014,300.086,3.02169,2.87941,2.76376,2.77751,12.8443,8.71554,4.78535,1.0286,313.32,315.424,317.256
DP 670,1.2,-50,30,26.041,3.9589999999999996,197.8232,197.82319999999999,297.43116315605727,22.082,48.580400000000004,3,84.143721052019089,3,72.071860526009544,50.3312,48.580400000000004,2,84.143721052019089,2,15,2.4893161063884987E-05,11.25,0.032,50.75,0.03,0.022082,0.015,1.2,162695.28765777129,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.439,297.648,298.883,299.974,2.98814,2.89054,2.76193,2.72987,12.8845,8.68139,4.77389,0.919977,313.129,315.014,317.02
DP 671,1.2,-50,30,26.143,3.8569999999999993,199.3736,199.3736,299.763196363368,22.286,49.02920000000001,3,84.921065454456013,3,72.460532727228014,50.6576,49.02920000000001,2,84.921065454456013,2,15,2.5355226260047563E-05,11.25,0.032,50.75,0.03,0.022286,0.015,1.2,159730.38293811711,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.442,297.671,298.895,300.008,2.95558,2.83827,2.75156,2.72173,12.6898,8.62303,4.64903,0.962677,313.17,314.778,316.858
DP 672,1.2,-50,30,26.244999999999997,3.7550000000000026,200.92399999999998,200.92399999999998,302.09522957067873,22.49,49.478,3,85.698409856892908,3,72.849204928446454,50.983999999999995,49.478,2,85.698409856892908,2,15,2.5821540523105965E-05,11.25,0.032,50.75,0.03,0.02249,0.015,1.2,156845.79300665375,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.427,297.63,298.932,300.207,2.93991,2.85899,2.72764,2.66638,12.5421,8.44778,4.80494,0.95096,313.172,315.198,317.055
DP 673,1.2,-50,30,26.347,3.6529999999999987,202.4744,202.4744,304.42726277798943,22.694,49.9268,3,86.475754259329818,3,73.237877129664923,51.3104,49.9268,2,86.475754259329818,2,15,2.629210385306021E-05,11.25,0.032,50.75,0.03,0.022694,0.015,1.2,154038.6430326917,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.416,297.624,298.895,300.164,2.92472,2.85173,2.74347,2.68043,12.3863,8.31773,4.67052,0.944486,313.298,315.306,316.917
DP 674,1.2,-50,30,26.448999999999998,3.5510000000000019,204.0248,204.02479999999997,306.75929598530024,22.898,50.375600000000006,3,87.253098661766742,3,73.626549330883378,51.6368,50.375600000000006,2,87.253098661766742,2,15,2.6766916249910278E-05,11.25,0.032,50.75,0.03,0.022898,0.015,1.2,151306.18567290416,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.428,297.624,298.895,300.089,2.90102,2.81732,2.67564,2.68454,12.1488,8.13113,4.61566,0.87292,313.414,315.115,316.799
DP 675,1.2,-50,30,26.551000000000002,3.4489999999999981,205.5752,205.5752,309.09132919261094,23.102,50.824400000000004,3,88.030443064203652,3,74.015221532101833,51.9632,50.824400000000004,2,88.030443064203652,2,15,2.7245977713656195E-05,11.25,0.032,50.75,0.03,0.023102,0.015,1.2,148645.79434674,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.435,297.645,298.889,299.949,2.86622,2.75029,2.65592,2.68578,11.9068,8.25434,4.49017,0.695504,313.215,314.822,316.997
DP 676,1.2,-50,30,26.653,3.3470000000000013,207.12560000000002,207.12560000000002,311.4233623999217,23.306,51.2732,3,88.807787466640562,3,74.403893733320288,52.2896,51.2732,2,88.807787466640562,2,15,2.7729288244297935E-05,11.25,0.032,50.75,0.03,0.023306,0.015,1.2,146054.95692204847,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.438,297.637,298.897,300.008,2.86115,2.75205,2.67983,2.64472,11.8912,8.10921,4.4681,0.893929,313.41,315.217,316.352
DP 677,1.2,-50,30,26.755000000000003,3.2449999999999974,208.676,208.676,313.75539560723246,23.51,51.722000000000008,3,89.585131869077486,3,74.792565934538743,52.616000000000007,51.722000000000008,2,89.585131869077486,2,15,2.8216847841835518E-05,11.25,0.032,50.75,0.03,0.023510000000000003,0.015,1.2,143531.26978256213,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.44,297.6,298.892,299.912,2.83564,2.73473,2.67706,2.62089,11.8362,8.10647,4.39557,0.776762,313.268,314.976,316.61
DP 678,1.2,-50,30,26.857,3.1430000000000007,210.22639999999998,210.22639999999998,316.08742881454316,23.714,52.1708,3,90.362476271514382,3,75.1812381357572,52.9424,52.1708,2,90.362476271514382,2,15,2.8708656506268911E-05,11.25,0.032,50.75,0.03,0.023714,0.015,1.2,141072.43225107485,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.423,297.591,298.893,299.982,2.8213,2.72343,2.589,2.61823,11.5365,7.7275,4.39806,0.836012,313.388,314.648,317.124
DP 679,1.2,-50,30,26.959,3.0410000000000004,211.77679999999998,211.77679999999998,318.41946202185392,23.918,52.619600000000005,3,91.1398206739513,3,75.569910336975653,53.2688,52.619600000000005,2,91.1398206739513,2,15,2.9204714237598153E-05,11.25,0.032,50.75,0.03,0.023918,0.015,1.2,138676.24134414675,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.434,297.608,298.845,300.082,2.78412,2.74792,2.66069,2.61313,11.4886,7.66704,4.28034,0.765265,313.197,314.908,316.261
DP 680,1.2,-50,30,27.061,2.939,213.3272,213.3272,320.75149522916468,24.122,53.068400000000004,3,91.917165076388216,3,75.958582538194108,53.595200000000006,53.068400000000004,2,91.917165076388216,2,15,2.9705021035823231E-05,11.25,0.032,50.75,0.03,0.024122,0.015,1.2,136340.58683600457,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.43,297.59,298.822,299.908,2.76426,2.68775,2.60696,2.60842,11.1246,7.47512,4.04667,0.647567,313.124,315.053,316.216
DP 681,1.2,-50,30,27.1635,2.8365000000000009,214.8852,214.8852,323.09495997180534,24.327,53.519400000000012,3,92.698319990601789,3,76.349159995300909,53.923200000000008,53.519400000000012,2,92.698319990601789,2,15,3.0212060679438987E-05,11.25,0.032,50.75,0.03,0.024327,0.015,1.2,134052.42505541019,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.428,297.624,298.831,299.934,2.75745,2.68126,2.57524,2.59326,11.1194,7.58584,4.18396,0.791364,313.078,314.6,316.633
DP 682,1.2,-50,30,27.2655,2.7345000000000006,216.43559999999997,216.43559999999997,325.42699317911604,24.531,53.9682,3,93.475664393038684,3,76.737832196519349,54.2496,53.9682,2,93.475664393038684,2,15,3.0720886440215011E-05,11.25,0.032,50.75,0.03,0.024531,0.015,1.2,131832.13342107111,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.396,297.588,298.821,299.908,2.73439,2.64478,2.60684,2.55563,10.9921,7.5251,4.10059,0.809197,312.988,314.804,316.439
DP 683,1.2,-50,30,27.3675,2.6325000000000003,217.986,217.986,327.7590263864268,24.735,54.417,3,94.2530087954756,3,77.1265043977378,54.576,54.417,2,94.2530087954756,2,15,3.1233961267886881E-05,11.25,0.032,50.75,0.03,0.024735,0.015,1.2,129666.54998589618,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.404,297.616,298.852,300.074,2.7223,2.61203,2.56232,2.54088,10.8529,7.37683,4.07672,0.66335,312.766,314.771,316.663
DP 684,1.2,-50,30,27.4695,2.5305,219.53640000000001,219.5364,330.09105959373755,24.939,54.865800000000007,3,95.030353197912518,3,77.515176598956259,54.9024,54.865800000000007,2,95.030353197912518,2,15,3.1751285162454585E-05,11.25,0.032,50.75,0.03,0.024939,0.015,1.2,127553.8920480946,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.412,297.585,298.818,299.883,2.71267,2.61914,2.52721,2.58096,10.6581,7.30578,4.06091,0.54648,312.717,314.465,316.503
DP 685,1.2,-50,30,27.5715,2.4284999999999997,221.08679999999998,221.08679999999998,332.42309280104826,25.143,55.314600000000006,3,95.807697600349428,3,77.903848800174728,55.228800000000007,55.314600000000006,2,95.807697600349428,2,15,3.2272858123918121E-05,11.25,0.032,50.75,0.03,0.025143000000000002,0.015,1.2,125492.44893183031,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.411,297.599,298.795,299.861,2.68091,2.58017,2.56735,2.52916,10.586,7.38076,3.9524,0.690075,312.953,314.543,315.903
DP 686,1.2,-50,30,27.6735,2.3264999999999993,222.6372,222.6372,334.755126008359,25.347,55.763400000000004,3,96.585042002786338,3,78.292521001393169,55.5552,55.763400000000004,2,96.585042002786338,2,15,3.2798680152277483E-05,11.25,0.032,50.75,0.03,0.025347,0.015,1.2,123480.57852318106,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.379,297.566,298.823,299.874,2.67103,2.59105,2.49118,2.52087,10.3965,7.08969,4.06113,0.691889,313.039,315.111,316.649
DP 687,1.2,-50,30,27.7755,2.224499999999999,224.18759999999997,224.18759999999997,337.08715921566977,25.551,56.2122,3,97.362386405223248,3,78.681193202611638,55.881600000000006,56.2122,2,97.362386405223248,2,15,3.3328751247532678E-05,11.25,0.032,50.75,0.03,0.025550999999999997,0.015,1.2,121516.70399891808,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.392,297.55,298.813,299.952,2.63879,2.55379,2.48682,2.4979,10.3327,7.03318,3.97135,0.680281,312.899,314.959,316.378
DP 688,1.2,-50,30,27.877499999999998,2.1225000000000023,225.738,225.73799999999997,339.41919242298047,25.755,56.661,3,98.139730807660158,3,79.069865403830079,56.208,56.661,2,98.139730807660158,2,15,3.3863071409683719E-05,11.25,0.032,50.75,0.03,0.025755,0.015,1.2,119599.31073593737,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.395,297.558,298.805,299.892,2.61706,2.52089,2.48912,2.46669,10.1752,7.03556,3.97382,0.754134,312.891,315.063,315.931
DP 689,1.2,-50,30,27.9795,2.0204999999999984,227.28840000000002,227.2884,341.75122563029123,25.959,57.109800000000007,3,98.917075210097082,3,79.458537605048548,56.534400000000005,57.109800000000007,2,98.917075210097082,2,15,3.440164063873058E-05,11.25,0.032,50.75,0.03,0.025959,0.015,1.2,117726.94339003027,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.387,297.573,298.784,299.891,2.61156,2.52014,2.46183,2.4719,10.1834,7.04213,3.95281,0.641093,313.104,315.084,316.402
DP 690,1.2,-50,30,28.0815,1.9185000000000016,228.8388,228.8388,344.083258837602,26.163,57.558600000000006,3,99.694419612533991,3,79.847209806266989,56.8608,57.558600000000006,2,99.694419612533991,2,15,3.494445893467328E-05,11.25,0.032,50.75,0.03,0.026163000000000002,0.015,1.2,115898.203133471,0.44364819191380139,21.25,1.225,1.225,1.225,1.225,296.389,297.603,298.802,299.999,2.58331,2.47326,2.46746,2.48827,10.1697,7.05884,3.73374,0.496935,312.885,314.753,316.503
